"method","loc","cyclo","calls","nbd","param"
"org.jkiss.dbeaver.ui.gis.registry.GeometryViewerRegistry.getPredefinedLeafletTiles()",5,1,1,5,0
"org.jkiss.dbeaver.ui.gis.registry.GeometryViewerRegistry.getUserDefinedLeafletTiles()",5,1,1,5,0
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog$TableCache.fetchChild(@NotNull JDBCSession session, @NotNull MySQLCatalog owner, @NotNull MySQLTableBase table, @NotNull JDBCResultSet dbResult)",5,1,0,5,4
"org.jkiss.dbeaver.ext.oracle.data.OracleContentBFILE.bindParameter(JDBCSession session, JDBCPreparedStatement preparedStatement, DBSTypedObject columnType, int paramIndex)",5,1,0,5,4
"org.jkiss.dbeaver.ext.vertica.model.VerticaSchema$ProjectionCache.fetchChild(@NotNull JDBCSession session, @NotNull VerticaSchema owner, @NotNull VerticaProjection table, @NotNull JDBCResultSet dbResult)",5,1,0,5,4
"org.jkiss.dbeaver.model.sql.data.SQLQueryDataContainer.SQLQueryDataContainer(DBPContextProvider contextProvider, SQLQuery query, SQLScriptContext scriptContext, Log log)",5,1,0,5,4
"org.jkiss.dbeaver.model.sql.data.SQLQueryDataContainer.countData(@NotNull DBCExecutionSource source, @NotNull DBCSession session, DBDDataFilter dataFilter, long flags)",5,1,0,5,4
"org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksTree$TaskCategoryNode.TaskCategoryNode(DBPProject project, TaskCategoryNode parent, DBTTaskCategory category, @Nullable DBTTaskFolder taskFolder)",5,1,0,5,4
"org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksTree$TaskTypeNode.TaskTypeNode(DBPProject project, TaskCategoryNode parent, DBTTaskType type, @Nullable DBTTaskFolder taskFolder)",5,1,0,5,4
"org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer$LogColumn.LogColumn(String id, String title, String toolTip, int widthHint)",5,1,0,5,4
"org.jkiss.dbeaver.ui.gis.panel.GISLeafletViewer$Bounds.Bounds(double north, double east, double south, double west)",5,1,0,5,4
"org.jkiss.dbeaver.ui.views.session.SessionTable.SessionTable(Composite parent, int style, IWorkbenchSite site, DBAServerSessionManager<SESSION_TYPE> sessionManager)",5,1,0,5,4
"org.jkiss.dbeaver.erd.ui.command.EntityAddCommand.EntityAddCommand(DiagramPart diagram, List<ERDEntity> entities, Point location)",5,1,0,5,3
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog$EventCache.fetchObject(@NotNull JDBCSession session, @NotNull MySQLCatalog owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog$PackageCache.fetchObject(@NotNull JDBCSession session, @NotNull MySQLCatalog owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog$ProceduresCache.fetchObject(@NotNull JDBCSession session, @NotNull MySQLCatalog owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$JavaCache.fetchObject(@NotNull JDBCSession session, @NotNull OracleSchema owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$PackageCache.fetchObject(@NotNull JDBCSession session, @NotNull OracleSchema owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$ProceduresCache.fetchObject(@NotNull JDBCSession session, @NotNull OracleSchema owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$RecycleBin.fetchObject(@NotNull JDBCSession session, @NotNull OracleSchema owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$SchedulerJobCache.fetchObject(@NotNull JDBCSession session, @NotNull OracleSchema owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$SchedulerProgramCache.fetchObject(@NotNull JDBCSession session, @NotNull OracleSchema owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema.OracleSchema(OracleDataSource dataSource, long id, String name)",5,1,0,5,3
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema$ExtensionCache.fetchObject(@NotNull JDBCSession session, @NotNull PostgreSchema owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.vertica.model.VerticaSchema$ProjectionCache.fetchObject(@NotNull JDBCSession session, @NotNull VerticaSchema owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.vertica.model.VerticaSchema$UDFCache.fetchObject(@NotNull JDBCSession session, @NotNull VerticaSchema owner, @NotNull JDBCResultSet dbResult)",5,1,0,5,3
"org.jkiss.dbeaver.ext.wmi.model.WMIClass.WMIClass(WMINamespace parent, WMIClass superClass, WMIObject classObject)",5,1,0,5,3
"org.jkiss.dbeaver.model.navigator.DBNResource.DBNResource(DBNNode parentNode, IResource resource, DBPResourceHandler handler)",5,1,0,5,3
"org.jkiss.dbeaver.ext.hana.model.HANADataSource.createDataSourceInfo(DBRProgressMonitor monitor, @NotNull JDBCDatabaseMetaData metaData)",5,1,0,5,2
"org.jkiss.dbeaver.ext.mysql.ui.editors.MySQLUserEditorPrivileges.refreshPart(Object source, boolean force)",5,1,0,5,2
"org.jkiss.dbeaver.ext.db2.model.DB2DataSource.getPrimaryChildType(@Nullable DBRProgressMonitor monitor)",5,1,0,5,1
"org.jkiss.dbeaver.ext.db2.model.DB2Schema.getPrimaryChildType(@Nullable DBRProgressMonitor monitor)",5,1,0,5,1
"org.jkiss.dbeaver.ext.oracle.model.OracleDataSource.getPrimaryChildType(@Nullable DBRProgressMonitor monitor)",5,1,0,5,1
"org.jkiss.dbeaver.ui.controls.resultset.panel.metadata.MetaDataPanel$LoadAttributesService.evaluate(DBRProgressMonitor monitor)",5,1,0,5,1
"org.jkiss.dbeaver.erd.ui.editor.ERDEditorEmbedded.ERDEditorEmbedded()",5,1,0,5,0
"org.jkiss.dbeaver.ext.db2.DB2SQLDialect.getDefaultMultiValueInsertMode()",5,1,0,5,0
"org.jkiss.dbeaver.ext.db2.DB2SQLDialect.getExecuteKeywords()",5,1,0,5,0
"org.jkiss.dbeaver.ext.db2.model.DB2DataSource.getDataSource()",5,1,0,5,0
"org.jkiss.dbeaver.ext.generic.model.GenericProcedure.getProcedureType()",5,1,0,5,0
"org.jkiss.dbeaver.ext.mssql.edit.SQLServerTableManager.getChildTypes()",5,1,0,5,0
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog.getDataSource()",5,1,0,5,0
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog.getDescription()",5,1,0,5,0
"org.jkiss.dbeaver.ext.mysql.model.MySQLGrant.getCatalog()",5,1,0,5,0
"org.jkiss.dbeaver.ext.mysql.model.MySQLGrant.getTable()",5,1,0,5,0
"org.jkiss.dbeaver.ext.mysql.model.MySQLTrigger.getTable()",5,1,0,5,0
"org.jkiss.dbeaver.ext.oracle.data.OracleContentBFILE.getContentType()",5,1,0,5,0
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema.getDescription()",5,1,0,5,0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getDescription()",5,1,0,5,0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getName()",5,1,0,5,0
"org.jkiss.dbeaver.model.impl.jdbc.JDBCDataSource.getContainer()",5,1,0,5,0
"org.jkiss.dbeaver.model.impl.jdbc.JDBCDataSource.getInfo()",5,1,0,5,0
"org.jkiss.dbeaver.model.sql.data.SQLQueryDataContainer.getDescription()",5,1,0,5,0
"org.jkiss.dbeaver.runtime.properties.ObjectPropertyDescriptor.getDisplayName()",5,1,0,5,0
"org.jkiss.dbeaver.ui.controls.resultset.spreadsheet.Spreadsheet.getContentProvider()",5,1,0,5,0
"org.jkiss.dbeaver.ui.controls.resultset.spreadsheet.Spreadsheet.getLabelProvider()",5,1,0,5,0
"org.jkiss.dbeaver.ui.dashboard.registry.DashboardDescriptor.getName()",5,1,0,5,0
"org.jkiss.dbeaver.ui.data.editors.CursorViewComposite$CursorDataContainer.getSupportedFeatures()",5,1,0,5,0
"org.jkiss.dbeaver.ui.data.editors.CursorViewComposite.getDataContainer()",5,1,0,5,0
"org.jkiss.dbeaver.ui.data.editors.CursorViewComposite.getResultSetController()",5,1,0,5,0
"org.jkiss.dbeaver.ui.dialogs.connection.EditConnectionWizard.getPageSettings()",5,1,0,5,0
"org.jkiss.dbeaver.ui.editors.content.ContentEditorInput.getPersistable()",5,1,0,5,0
"org.jkiss.dbeaver.ui.editors.xml.XMLReconcilingStrategy.getEditor()",5,1,0,5,0
"org.jkiss.dbeaver.ui.gis.registry.GeometryViewerRegistry.getDefaultLeafletTiles()",5,1,0,5,0
"org.jkiss.dbeaver.ui.preferences.PrefPageDatabaseUserInterface.getElement()",5,1,0,5,0
"org.jkiss.dbeaver.ui.editors.data.VirtualStructureEditor.changeConstraint(DBVEntityConstraint constraint, EditConstraintPage editPage)",4,1,6,5,2
"org.jkiss.dbeaver.ui.controls.resultset.panel.references.ReferencesResultsContainer$ReferenceKeyMemo.ReferenceKeyMemo(Map<String,Object> map)",4,1,6,5,1
"org.jkiss.dbeaver.ui.dashboard.registry.DashboardDescriptor$DataSourceMapping.DataSourceMapping(Element config)",4,1,6,5,1
"org.jkiss.dbeaver.ui.dashboard.registry.DashboardDescriptor$DataSourceMapping.DataSourceMapping(IConfigurationElement config)",4,1,6,5,1
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog.isSystem()",4,1,6,5,0
"org.jkiss.dbeaver.ext.postgresql.model.impls.redshift.RedshiftView.isViewVwithNoSchemaBinding(DBRProgressMonitor monitor)",4,1,5,5,1
"org.jkiss.dbeaver.model.impl.sql.AbstractSQLDialect.isKeywordStart(@NotNull String word)",4,1,5,5,1
"org.jkiss.dbeaver.ext.postgresql.model.PostgreProcedure.setName(String name)",4,1,4,5,1
"org.jkiss.dbeaver.ui.controls.resultset.panel.references.ReferencesResultsContainer$ReferenceKey.matches(ReferenceKeyMemo memo)",4,1,4,5,1
"org.jkiss.dbeaver.ui.views.session.SessionTable.getListConfigId(List<Class<?>> classList)",4,1,4,5,1
"org.jkiss.dbeaver.ui.data.editors.CursorViewComposite.getProject()",4,1,4,5,0
"org.jkiss.dbeaver.tools.transfer.database.DatabaseTransferConsumer$PreviewColumnInfo.PreviewColumnInfo(DBSEntity entity, DBDAttributeBinding binding, int index)",4,1,3,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$TableCache.cacheChildren(OracleTableBase parent, List<OracleTableColumn> oracleTableColumns)",4,1,3,5,2
"org.jkiss.dbeaver.ext.oracle.model.OracleTablePhysical.getIndex(DBRProgressMonitor monitor, String name)",4,1,3,5,2
"org.jkiss.dbeaver.ext.postgresql.model.PostgreDataTypeCache.removeObject(@NotNull PostgreDataType object, boolean resetFullCache)",4,1,3,5,2
"org.jkiss.dbeaver.erd.ui.part.PropertyAwarePart.commitRefresh(PropertyChangeEvent evt)",4,1,3,5,1
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog$CharsetListProvider.getPossibleValues(MySQLCatalog object)",4,1,3,5,1
"org.jkiss.dbeaver.ext.mysql.model.MySQLTableBase.refreshObject(@NotNull DBRProgressMonitor monitor)",4,1,3,5,1
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.supportsObjectDefinitionOption(String option)",4,1,3,5,1
"org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksTree.getTaskProjects(List<DBTTask> tasks)",4,1,3,5,1
"org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksView.init(IViewSite site)",4,1,3,5,1
"org.jkiss.dbeaver.tools.transfer.database.DatabaseTransferConsumer.equals(Object obj)",4,1,3,5,1
"org.jkiss.dbeaver.tools.transfer.database.DatabaseTransferConsumer.isSkipColumn(DBDAttributeBinding attr)",4,1,3,5,1
"org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer$EventViewDialog.EventViewDialog(QMMetaEvent object)",4,1,3,5,1
"org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer$EventViewDialog.configureShell(Shell shell)",4,1,3,5,1
"org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.formatMinutes(long ms)",4,1,3,5,1
"org.jkiss.dbeaver.ui.controls.resultset.virtual.EditVirtualEntityDialog.widgetSelected(SelectionEvent e)",4,1,3,5,1
"org.jkiss.dbeaver.erd.ui.editor.ERDEditorEmbedded.getDiagramProject()",4,1,3,5,0
"org.jkiss.dbeaver.model.navigator.DBNProjectDatabases.allowsChildren()",4,1,3,5,0
"org.jkiss.dbeaver.model.navigator.DBNProjectDatabases.getNodeDescription()",4,1,3,5,0
"org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksTree.loadTasks()",4,1,3,5,0
"org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksView.dispose()",4,1,3,5,0
"org.jkiss.dbeaver.tools.transfer.ui.wizard.DataTransferWizard$DataTransferWizardExecutor.runTask()",4,1,3,5,0
"org.jkiss.dbeaver.ui.preferences.PrefPageDatabaseUserInterface.PrefPageDatabaseUserInterface()",4,1,3,5,0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreDataTypeCache.fetchObject(@NotNull JDBCSession session, @NotNull PostgreSchema owner, @NotNull JDBCResultSet dbResult)",4,1,2,5,3
"org.jkiss.dbeaver.model.impl.sql.edit.SQLStructEditor$StructCreateCommand.StructCreateCommand(OBJECT_TYPE object, String table, Map<String,Object> options)",4,1,2,5,3
"org.jkiss.dbeaver.ext.mssql.model.SQLServerDataSource.resolveDataKind(@NotNull String typeName, int valueType)",4,1,2,5,2
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getChild(@NotNull DBRProgressMonitor monitor, @NotNull String childName)",4,1,2,5,2
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getMaterializedView(DBRProgressMonitor monitor, String name)",4,1,2,5,2
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getSequence(DBRProgressMonitor monitor, String name)",4,1,2,5,2
"org.jkiss.dbeaver.ext.wmi.model.WMIClass.getAttribute(@NotNull DBRProgressMonitor monitor, @NotNull String attributeName)",4,1,2,5,2
"org.jkiss.dbeaver.runtime.properties.PropertySourceCustom.PropertySourceCustom(Collection<? extends DBPPropertyDescriptor> properties, Map<String,?> values)",4,1,2,5,2
"org.jkiss.dbeaver.runtime.properties.PropertySourceCustom.PropertySourceCustom(DBPPropertyDescriptor[] properties, Map<String,?> values)",4,1,2,5,2
"org.jkiss.dbeaver.erd.ui.layout.DelegatingLayoutManager.rearrange(IFigure container)",4,1,2,5,1
"org.jkiss.dbeaver.ext.postgresql.model.PostgreDataSource.getLocalDataType(String typeName)",4,1,2,5,1
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getChildren(@NotNull DBRProgressMonitor monitor)",4,1,2,5,1
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getMaterializedViews(DBRProgressMonitor monitor)",4,1,2,5,1
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getProcedures(DBRProgressMonitor monitor)",4,1,2,5,1
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getSequences(DBRProgressMonitor monitor)",4,1,2,5,1
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema.getViews(DBRProgressMonitor monitor)",4,1,2,5,1
"org.jkiss.dbeaver.model.impl.jdbc.cache.JDBCObjectLookupCache.setCache(List<OBJECT> objects)",4,1,2,5,1
"org.jkiss.dbeaver.model.impl.jdbc.exec.JDBCConnectionImpl.setSchema(String schema)",4,1,2,5,1
"org.jkiss.dbeaver.model.impl.sql.AbstractSQLDialect.unEscapeString(String string)",4,1,2,5,1
"org.jkiss.dbeaver.tools.transfer.ui.wizard.DataTransferWizard.DataTransferWizard(@Nullable DBTTask task)",4,1,2,5,1
"org.jkiss.dbeaver.ui.app.standalone.ApplicationWorkbenchAdvisor.eventLoopIdle(Display display)",4,1,2,5,1
"org.jkiss.dbeaver.ui.controls.ViewerColumnController$ConfigDialog.createButtonsForButtonBar(Composite parent)",4,1,2,5,1
"org.jkiss.dbeaver.ui.controls.resultset.panel.metadata.MetaDataPanel$MetaDataTable.getObjectImage(DBDAttributeBinding item)",4,1,2,5,1
"org.jkiss.dbeaver.ui.dialogs.driver.DriverEditDialog$LibContentProvider.hasChildren(Object element)",4,1,2,5,1
"org.jkiss.dbeaver.ui.editors.text.handlers.MorphDelimitedListHandler$ConfigDialog.configureShell(Shell newShell)",4,1,2,5,1
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerObjectBase$CommandTarget.CommandTarget(IDatabaseEditor editor)",4,1,2,5,1
"org.jkiss.dbeaver.erd.ui.command.NoteCreateCommand.undo()",4,1,2,5,0
"org.jkiss.dbeaver.erd.ui.editor.ERDEditorEmbedded.getExecutionContext()",4,1,2,5,0
"org.jkiss.dbeaver.erd.ui.part.DiagramPart.toString()",4,1,2,5,0
"org.jkiss.dbeaver.erd.ui.part.PropertyAwarePart.getName()",4,1,2,5,0
"org.jkiss.dbeaver.ext.generic.model.GenericProcedure.getCatalog()",4,1,2,5,0
"org.jkiss.dbeaver.ext.generic.model.GenericProcedure.getSchema()",4,1,2,5,0
"org.jkiss.dbeaver.ext.mssql.model.SQLServerSchema$TableCache.TableCache()",4,1,2,5,0
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog.toString()",4,1,2,5,0
"org.jkiss.dbeaver.ext.mysql.model.MySQLTableBase.getCache()",4,1,2,5,0
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$TableCache.TableCache()",4,1,2,5,0
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema.isSystem()",4,1,2,5,0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreDataSource.getLocalDataTypes()",4,1,2,5,0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreDataTypeCache.clearCache()",4,1,2,5,0
"org.jkiss.dbeaver.ext.postgresql.model.impls.redshift.PostgreServerRedshift$RedshiftSchemaCache.clearCache()",4,1,2,5,0
"org.jkiss.dbeaver.ext.vertica.model.VerticaSchema$ProjectionCache.ProjectionCache()",4,1,2,5,0
"org.jkiss.dbeaver.ext.vertica.model.VerticaSchema$UDFCache.UDFCache()",4,1,2,5,0
"org.jkiss.dbeaver.ext.wmi.model.WMIClass.isSystem()",4,1,2,5,0
"org.jkiss.dbeaver.model.impl.jdbc.cache.JDBCObjectLookupCache.clearCache()",4,1,2,5,0
"org.jkiss.dbeaver.model.impl.jdbc.exec.JDBCConnectionImpl.getOriginal()",4,1,2,5,0
"org.jkiss.dbeaver.model.navigator.DBNProjectDatabases.refreshChildren()",4,1,2,5,0
"org.jkiss.dbeaver.runtime.properties.ObjectPropertyDescriptor.getDataType()",4,1,2,5,0
"org.jkiss.dbeaver.runtime.properties.ObjectPropertyDescriptor.toString()",4,1,2,5,0
"org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksView.refresh()",4,1,2,5,0
"org.jkiss.dbeaver.tools.project.ProjectExportWizard.addPages()",4,1,2,5,0
"org.jkiss.dbeaver.tools.transfer.ui.pages.database.DatabaseConsumerPageLoadSettings.DatabaseConsumerPageLoadSettings()",4,1,2,5,0
"org.jkiss.dbeaver.tools.transfer.ui.pages.database.DatabaseConsumerPageMapping.DatabaseConsumerPageMapping()",4,1,2,5,0
"org.jkiss.dbeaver.tools.transfer.ui.pages.database.DatabaseConsumerPageMapping.updatePageCompletion()",4,1,2,5,0
"org.jkiss.dbeaver.ui.controls.ViewerColumnController.saveColumnConfig()",4,1,2,5,0
"org.jkiss.dbeaver.ui.controls.resultset.spreadsheet.Spreadsheet.redrawGrid()",4,1,2,5,0
"org.jkiss.dbeaver.ui.navigator.database.DatabaseNavigatorTree.getModel()",4,1,2,5,0
"org.jkiss.dbeaver.ui.notifications.AbstractNotificationPopup.create()",4,1,2,5,0
"org.jkiss.dbeaver.tools.transfer.database.DatabaseTransferConsumer.initTransfer(DBSObject sourceObject, DatabaseConsumerSettings settings, TransferParameters parameters, IDataTransferProcessor processor, Map<String,Object> processorProperties)",4,1,1,5,5
"org.jkiss.dbeaver.ext.hive.model.edit.HiveTableColumnManager.getNestedDeclaration(DBRProgressMonitor monitor, GenericTableBase owner, DBECommandAbstract<GenericTableColumn> command, Map<String,Object> options)",4,1,1,5,4
"org.jkiss.dbeaver.ext.mssql.edit.SQLServerTableManager.renameObject(@NotNull DBECommandContext commandContext, @NotNull SQLServerTableBase object, @NotNull Map<String,Object> options, @NotNull String newName)",4,1,1,5,4
"org.jkiss.dbeaver.erd.ui.layout.DelegatingLayoutManager.getMinimumSize(IFigure container, int wHint, int hHint)",4,1,1,5,3
"org.jkiss.dbeaver.erd.ui.layout.DelegatingLayoutManager.getPreferredSize(IFigure container, int wHint, int hHint)",4,1,1,5,3
"org.jkiss.dbeaver.ext.mssql.model.SQLServerSchema$IndexCache.cacheChildren(DBRProgressMonitor monitor, SQLServerTableIndex index, List<SQLServerTableIndexColumn> rows)",4,1,1,5,3
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog$IndexCache.cacheChildren(DBRProgressMonitor monitor, MySQLTableIndex index, List<MySQLTableIndexColumn> rows)",4,1,1,5,3
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog$UniqueKeyCache.cacheChildren(DBRProgressMonitor monitor, MySQLTableConstraint constraint, List<MySQLTableConstraintColumn> rows)",4,1,1,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$ConstraintCache.cacheChildren(DBRProgressMonitor monitor, OracleTableConstraint constraint, List<OracleTableConstraintColumn> rows)",4,1,1,5,3
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema$IndexCache.cacheChildren(DBRProgressMonitor monitor, OracleTableIndex index, List<OracleTableIndexColumn> rows)",4,1,1,5,3
"org.jkiss.dbeaver.ext.postgresql.model.PostgreDataSource$SettingCache.fetchObject(@NotNull JDBCSession session, @NotNull PostgreDataSource owner, @NotNull JDBCResultSet dbResult)",4,1,1,5,3
"org.jkiss.dbeaver.ext.postgresql.model.PostgreSchema$ProceduresCache.fetchObject(@NotNull JDBCSession session, @NotNull PostgreSchema owner, @NotNull JDBCResultSet dbResult)",4,1,1,5,3
"org.jkiss.dbeaver.erd.ui.layout.DelegatingLayoutManager.setConstraint(IFigure child, Object constraint)",4,1,1,5,2
"org.jkiss.dbeaver.ext.db2.model.DB2DataSource.getChild(@NotNull DBRProgressMonitor monitor, @NotNull String childName)",4,1,1,5,2
"org.jkiss.dbeaver.ext.db2.model.DB2Schema.getProcedure(DBRProgressMonitor monitor, String name)",4,1,1,5,2
"org.jkiss.dbeaver.ext.mssql.model.SQLServerDataSource$ServerLoginCache.prepareObjectsStatement(@NotNull JDBCSession session, @NotNull SQLServerDataSource dataSource)",4,1,1,5,2
"org.jkiss.dbeaver.ext.mssql.model.SQLServerDataSource$SystemDataTypeCache.prepareObjectsStatement(@NotNull JDBCSession session, @NotNull SQLServerDataSource sqlServerDataSource)",4,1,1,5,2
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog.getTable(DBRProgressMonitor monitor, String name)",4,1,1,5,2
"org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog.getTrigger(DBRProgressMonitor monitor, String name)",4,1,1,5,2
"org.jkiss.dbeaver.ext.oceanbase.mysql.model.OceanbaseMySQLCatalog.OceanbaseMySQLCatalog(OceanbaseMySQLDataSource dataSource, ResultSet dbResult)",4,1,1,5,2
"org.jkiss.dbeaver.ext.oracle.model.OracleDataSource.getChild(@NotNull DBRProgressMonitor monitor, @NotNull String childName)",4,1,1,5,2
"org.jkiss.dbeaver.ext.oracle.model.OracleSchema.getTable(DBRProgressMonitor monitor, String name)",4,1,1,5,2
